Call Number/ID,image files,image labels,Repository Country,Repository City,Repository Name,Source Collection,Facets,Date (narrative),Date (range) start,Date (range) end,Page dimensions,Note(s),Support Material,Language,Place of origin,Script,Creator,Creator Role,Former Owner,FO Ref,Manuscript Name
Lewis E M 2:2,mcai020021.tif|mcai020022.tif|,Lewis E M 2.2  front|Lewis E M 2.2 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"14th century, Antiphonary, Germany, German, Liturgy, Fragment",,,,,,,,,,,,,,
Lewis E M 2:3,mcai020031.tif|mcai020032.tif|,Lewis E M 2.3  front|Lewis E M 2.3 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1325,1350,106 x 217 mm,"Initial P | This cutting has been dated to ca. 1340. | This initial is from the same antiphonary as Lewis E M 2:2,4, and 6. It is not clear what the two figures are doing. The female figure holds a ring, which can symbolize virginity.|This cutting has been dated to ca. 1340. | This image shows the reverse of a cutting with a decorated initial from an antiphonary.|",Parchment,Latin,Germany (southern),Liturgical bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 2:3,mcai020031.tif|mcai020032.tif|,Lewis E M 2.3  front|Lewis E M 2.3 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"14th century, Antiphonary, Germany, German, Liturgy, Fragment",,,,,,,,,,,,,,
Lewis E M 2:4,mcai020041.tif|mcai020042.tif|,Lewis E M 2.4  front|Lewis E M 2.4 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1325,1350,160 x 163 mm,"Initial A | This cutting has been dated to ca. 1340. | This initial is from the same manuscript as Lewis E M 2:2, 3, and 6.|This cutting has been dated to ca. 1340. | This image shows the reverse of a cutting with a decorated initial from an antiphonary.|",Parchment,Latin,Germany (southern),Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 2:4,mcai020041.tif|mcai020042.tif|,Lewis E M 2.4  front|Lewis E M 2.4 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"14th century, Antiphonary, Germany, German, Liturgy, Fragment",,,,,,,,,,,,,,
Lewis E M 2:5,mcai020051.tif|mcai020052.tif|,Lewis E M 2.5  front|Lewis E M 2.5 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1385,1399,113 x 196 mm,Initials D and O | These decorated initials are from a missal and an antiphonary. The reverse of each one contains text that identify their source.|This image shows the reverse of two decorated initials. The upper cutting contains the Introit for the Mass for Third Sunday in Lent. The lower cutting contains a rubric from an antiphonary. The text remains undetermined.|,Parchment,Latin,Bohemia?,Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir books
Lewis E M 2:5,mcai020051.tif|mcai020052.tif|,Lewis E M 2.5  front|Lewis E M 2.5 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"14th century, Czech Republic, Czech, Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis E M 2:6,mcai020061.tif|mcai020062.tif|,Lewis E M 2.6  front|Lewis E M 2.6 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1325,1350,155 x 245 mm,Initial E | This cutting has been dated to ca. 1340. | This initial is from the same antiphonary as Lewis E M 2:2-4 and 2:6.|This cutting has been dated to ca. 1340. | This image shows the reverse of a cutting with a decorated initial from an antiphonary.|,Parchment,Latin,Germany (southern),Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 2:6,mcai020061.tif|mcai020062.tif|,Lewis E M 2.6  front|Lewis E M 2.6 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"14th century, Antiphonary, Germany, German, Liturgy, Fragment",,,,,,,,,,,,,,
Lewis E M 2:7,mcai020071.tif|,Lewis E M 2.7|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1200,1215,175 x 263 mm,Border ornament | The current state of the cuttings prevents the identification of the type of manuscript from which these marginal decorations came. The crowned figure in the lower cutting is an unidentified female saint. The hybrids and grotesques featured in the decoration suggest a northern French influence on this artist. | The decoration could also have been executed in Austria.|,Parchment,Latin,Germany (southern),,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Undetermined
Lewis E M 2:7,mcai020071.tif|,Lewis E M 2.7|,United States,Philadelphia,Free Library of Philadelphia,,"13th century, Germany, German, Ornament, Illustration, Fragment",,,,,,,,,,,,,,
Lewis E M 2:8,mcai020080.tif|mcai020083.tif|mcai020084.tif|mcai020085.tif|mcai020086.tif|mcai020087.tif|mcai020088.tif|mcai020089.tif|,Lewis E M 2.8 reverse d|Lewis E M 2.8 front a|Lewis E M 2.8 reverse a|Lewis E M 2.8 front b|Lewis E M 2.8 reverse b|Lewis E M 2.8 front c|Lewis E M 2.8 reverse c|Lewis E M 2.8 front d|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,70 x 83 mm,"This image shows the reverse of a cutting with a decorated initial.|Initial S | Textual evidence indicates that this initial originally belonged in a gradual.|This image shows the reverse of a cutting with a decorated initial.|Initial E | The remaining text on the reverse is from the Proper of the Mass for the First Sunday of Lent,indicating that this initial came from a gradual. | This initial is from the same manuscript as Lewis E M 2:8d.|This image shows the reverse of a cutting with a decorated initial. | This initial is from the same manuscript as Lewis E M 2:8d.|Initial D | Textual evidence indicates that this initial originally belonged in an antiphonary.|This image shows the reverse of a cutting with a decorated initial. Textual evidence indicates that it originally belonged in an antiphonary.|Initial E | This initial comes from the same manuscript as Lewis E M 2:8b, which has been identified as a gradual.|",Parchment,Latin,Bohemia?,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Gradual
Lewis E M 2:8,mcai020080.tif|mcai020083.tif|mcai020084.tif|mcai020085.tif|mcai020086.tif|mcai020087.tif|mcai020088.tif|mcai020089.tif|,Lewis E M 2.8 reverse d|Lewis E M 2.8 front a|Lewis E M 2.8 reverse a|Lewis E M 2.8 front b|Lewis E M 2.8 reverse b|Lewis E M 2.8 front c|Lewis E M 2.8 reverse c|Lewis E M 2.8 front d|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Czech Republic, Czech, Gradual, Liturgy, Fragment",,,,,,,,,,,,,,
Lewis E M 2:9,mcai020091.tif|mcai020092.tif|,Lewis E M 2.9  front|Lewis E M 2.9 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,100 x 295 mm,"Initial U | The place of this initial in the liturgy remains undetermined, but the reverse contains the second antiphon for the first nocturn of Matins for the feast of St. Andrew, 'Venite post me facium vos fiere piscatores hominum...' (Follow me, and I will make you fishers of men).|This image shows the reverse of a cutting with a decorated initial from an antiphonary.|",Parchment,Latin,Bohemia?,Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 2:9,mcai020091.tif|mcai020092.tif|,Lewis E M 2.9  front|Lewis E M 2.9 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Czech Republic, Czech, Fragment",,,,,,,,,,,,,,
Lewis E M 2:10,mcai020101.tif|mcai020102.tif|,Lewis E M 2.10  front|Lewis E M 2.10 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1425,121 x 169 mm,"Initial S | This cutting can be dated to ca. 1420. | This initial begins the Introit for Pentecost or Whit Sunday, 'Spiritus Domini replevit orbem terrarum ...' (The spirit of the Lord fills the whole world).|This cutting can be dated to ca. 1420. | This image shows the reverse of a cutting with a decorated initial from a missal.|",Parchment,Latin,Bohemia,Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Missal
Lewis E M 2:10,mcai020101.tif|mcai020102.tif|,Lewis E M 2.10  front|Lewis E M 2.10 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Czech Republic, Czech, Missal, Liturgy, Fragment",,,,,,,,,,,,,,
Lewis E M 2:11,mcai020111.tif|mcai020112.tif|,Lewis E M 2.11  front|Lewis E M 2.11 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,106 x 121 mm,Initial S | The exact place in the liturgy for this initial has yet to be determined.|This image shows the reverse of a cutting with a decorated initial.|,Parchment,Latin,Bohemia?,Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 2:11,mcai020111.tif|mcai020112.tif|,Lewis E M 2.11  front|Lewis E M 2.11 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Song book, Musical notation, Czech Republic, Czech, Fragment",,,,,,,,,,,,,,
Lewis E M 2:12,mcai020121.tif|mcai020122.tif|,Lewis E M 2.12  front|Lewis E M 2.12 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1450,1475,135 x 151 mm,Initial Q | The iconography of this initial suggests that it once began the musical chant for a feast dedicated to the Virgin. | This cutting can be dated to ca. 1470.|This cutting can be dated to ca. 1470. | This image shows the reverse of a cutting with a decorated initial.|,Parchment,Latin,"Bodensee?, Germany",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Choir book
Lewis E M 2:12,mcai020121.tif|mcai020122.tif|,Lewis E M 2.12  front|Lewis E M 2.12 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Germany, German, Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis E M 2:13,mcai020131.tif|mcai020132.tif|,Lewis E M 2.13 front|Lewis E M 2.13 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,173 x 164 mm,"Initial E | This initial begins the first response for the first nocturn of Matins for the Common of Apostles, 'Ecce ego mitto vos sicut oves in medio luporum...' (Behold I am sending you forth like sheep in the midst of wolves).|This image shows the reverse of a cutting with a decorated initial.|",Parchment,Latin,Bohemia?,Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 2:13,mcai020131.tif|mcai020132.tif|,Lewis E M 2.13 front|Lewis E M 2.13 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Czech Republic, Czech, Fragment",,,,,,,,,,,,,,
Lewis E M 2:14,mcai020141.tif|mcai020142.tif|,Lewis E M 2.14 front|Lewis E M 2.14 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1450,1475,151 x 171 mm,"Initial S with the Pentecost | This cutting has been dated to ca. 1470. | This initial probably begins the Introit for the feast of Pentecost, 'Spiritus Domini replevit orbam terrarum' (The Spirit of the Lord fills the whole world).|This cutting has been dated to ca. 1470. | This image shows the reverse of a cutting with an historiated initial.|",Parchment,Latin,"Franconia?, Germany",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Gradual
Lewis E M 2:14,mcai020141.tif|mcai020142.tif|,Lewis E M 2.14 front|Lewis E M 2.14 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Gradual, Liturgy, Germany, German, Fragment",,,,,,,,,,,,,,
Lewis E M 3:1,mcai030011.tif|,Lewis E M 3.1 front|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1250,1275,27 x 76 mm,"Initial O | This cutting can be dated to ca. 1270. | This initial from a Psalter-Hours is typical of the style of illumination from the Mosan region in Belgium in the third quarter of the thirteenth century. Sister cuttings from the same manuscript can be found in the Bodleian Library in Oxford, England.|",Parchment,Latin,"Mosan, Belgium",,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Psalter-Hours
Lewis E M 3:1,mcai030011.tif|,Lewis E M 3.1 front|,United States,Philadelphia,Free Library of Philadelphia,,"13th century, Psalter-Hours, Devotion, Belgium, Fragment",,,,,,,,,,,,,,
Lewis E M 3:2,mcai030021.tif|,Lewis E M 3.2 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1250,1275,34 x 52 mm,"Initial D | This cutting can be dated to ca. 1270. | This initial from a Psalter-Hours is typical of the style of illumination from the Mosan region in Belgium in the third quarter of the thirteenth century. Sister cuttings from the same manuscript can be found in the Bodleian Library in Oxford, England.|",Parchment,Latin,"Mosan, Belgium",,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Psalter-Hours
Lewis E M 3:2,mcai030021.tif|,Lewis E M 3.2 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"13th century, Psalter-Hours, Devotion, Belgium, Fragment",,,,,,,,,,,,,,
Lewis E M 3:3,mcai030031.tif|,Lewis E M 3.3|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1250,1275,33 x 64 mm,"Initial D | This cutting can be dated to ca. 1270. | This initial from a Psalter-Hours is typical of the style of illumination from the Mosan region in Belgium in the third quarter of the thirteenth century. Sister cuttings from the same manuscript can be found in the Bodleian Library in Oxford, England.|",Parchment,Latin,"Mosan, Belgium",,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Psalter-Hours
Lewis E M 3:3,mcai030031.tif|,Lewis E M 3.3|,United States,Philadelphia,Free Library of Philadelphia,,"13th century, Psalter-Hours, Devotion, Belgium, Fragment",,,,,,,,,,,,,,
Lewis E M 3:4,mcai030041.tif|,Lewis E M 3.4|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1250,1275,35 x 152 mm,"Initial A | This cutting can be dated to ca. 1270. | This initial from a Psalter-Hours is typical of the style of illumination from the Mosan region in Belgium in the third quarter of the thirteenth century. Sister cuttings from the same manuscript can be found in the Bodleian Library in Oxford, England.|",Parchment,Latin,"Mosan, Belgium",,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Psalter-Hours
Lewis E M 3:4,mcai030041.tif|,Lewis E M 3.4|,United States,Philadelphia,Free Library of Philadelphia,,"13th century, Psalter-Hours, Devotion, Belgium, Fragment",,,,,,,,,,,,,,
